OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0002632,26-03-2015,146,Wholesale,USD,AXW291,6,19,7,2257.90,15805.30,1896.64
SO - 0002633,26-03-2015,35,Wholesale,USD,AXW291,26,24,10,2907.80,29078.00,2297.16
SO - 0002634,26-03-2015,149,Wholesale,USD,AXW291,11,3,7,1125.60,7879.20,585.31
SO - 0002635,26-03-2015,96,Wholesale,USD,FLR025,60,29,12,1072.00,12864.00,525.28
SO - 0002636,26-03-2015,122,Wholesale,USD,NXH382,60,19,9,1809.00,16281.00,1139.67
SO - 0002637,26-03-2015,172,Wholesale,USD,FLR025,63,11,10,1025.10,10251.00,533.05
SO - 0002638,27-03-2015,113,Wholesale,USD,GUT930,45,27,11,3953.00,43483.00,1976.50
SO - 0002639,27-03-2015,5,Wholesale,USD,AXW291,5,2,6,2371.80,14230.80,2016.03
SO - 0002640,27-03-2015,169,Distributor,USD,GUT930,42,1,7,2358.40,16508.80,1462.21
SO - 0002641,27-03-2015,57,Wholesale,USD,AXW291,23,15,10,2613.00,26130.00,1620.06
SO - 0002642,27-03-2015,70,Distributor,USD,FLR025,62,22,6,904.50,5427.00,452.25
SO - 0002643,27-03-2015,119,Wholesale,USD,AXW291,14,12,11,1025.10,11276.10,584.31
SO - 0002644,27-03-2015,88,Distributor,USD,NXH382,47,19,9,3852.50,34672.50,2504.13
SO - 0002645,27-03-2015,82,Wholesale,USD,NXH382,58,20,7,227.80,1594.60,95.68
SO - 0002646,27-03-2015,167,Wholesale,USD,AXW291,25,17,11,2345.00,25795.00,1618.05
SO - 0002647,27-03-2015,53,Distributor,USD,AXW291,6,23,12,1969.80,23637.60,787.92
SO - 0002648,28-03-2015,174,Wholesale,USD,GUT930,45,25,11,2586.20,28448.20,1293.10
SO - 0002649,28-03-2015,29,Distributor,USD,AXW291,30,18,11,5748.60,63234.60,3736.59
SO - 0002650,28-03-2015,108,Distributor,USD,GUT930,36,26,10,221.10,2211.00,170.25
SO - 0002651,28-03-2015,53,Distributor,USD,AXW291,12,15,12,3832.40,45988.80,2835.98
SO - 0002652,28-03-2015,49,Wholesale,USD,FLR025,63,21,6,6411.90,38471.40,4167.74
SO - 0002653,29-03-2015,122,Wholesale,USD,AXW291,22,13,5,1031.80,5159.00,515.90
SO - 0002654,30-03-2015,18,Export,USD,FLR025,63,4,10,3819.00,38190.00,1603.98
SO - 0002655,30-03-2015,148,Wholesale,USD,FLR025,62,13,10,1728.60,17286.00,985.30
SO - 0002656,30-03-2015,164,Wholesale,USD,NXH382,58,5,6,2291.40,13748.40,1649.81
SO - 0002657,30-03-2015,25,Wholesale,USD,AXW291,6,15,5,4006.60,20033.00,3205.28
SO - 0002658,30-03-2015,130,Distributor,USD,AXW291,18,6,9,3946.30,35516.70,1736.37
SO - 0002659,30-03-2015,40,Distributor,USD,GUT930,33,3,12,5896.00,70752.00,4127.20
SO - 0002660,31-03-2015,20,Wholesale,USD,FLR025,65,11,10,2425.40,24254.00,2013.08
SO - 0002661,31-03-2015,155,Wholesale,USD,NXH382,51,17,7,1145.70,8019.90,962.39
SO - 0002662,31-03-2015,166,Wholesale,USD,GUT930,43,26,12,3604.60,43255.20,2234.85
SO - 0002663,31-03-2015,96,Wholesale,USD,AXW291,26,25,5,1031.80,5159.00,701.62
SO - 0002664,31-03-2015,103,Distributor,USD,AXW291,28,15,5,2633.10,13165.50,2106.48
SO - 0002665,31-03-2015,68,Distributor,USD,AXW291,23,2,5,2954.70,14773.50,1300.07
SO - 0002666,31-03-2015,157,Wholesale,USD,AXW291,30,7,11,1051.90,11570.90,715.29
SO - 0002667,31-03-2015,101,Wholesale,USD,GUT930,44,5,9,864.30,7778.70,726.01
SO - 0002668,01-04-2015,21,Distributor,USD,NXH382,56,30,10,1996.60,19966.00,1557.35
SO - 0002669,01-04-2015,35,Distributor,USD,GUT930,31,7,7,3953.00,27671.00,2529.92
SO - 0002670,01-04-2015,88,Wholesale,USD,AXW291,3,4,12,3959.70,47516.40,2811.39
SO - 0002671,01-04-2015,157,Export,USD,AXW291,16,13,8,234.50,1876.00,194.64
SO - 0002672,01-04-2015,1,Export,USD,AXW291,25,5,10,2211.00,22110.00,1503.48
SO - 0002673,01-04-2015,41,Distributor,USD,AXW291,26,16,12,1172.50,14070.00,562.80
SO - 0002674,01-04-2015,105,Distributor,USD,FLR025,66,26,11,227.80,2505.80,91.12
SO - 0002675,02-04-2015,54,Wholesale,USD,AXW291,29,17,11,1795.60,19751.60,1023.49
SO - 0002676,02-04-2015,162,Distributor,USD,NXH382,56,22,12,1922.90,23074.80,1134.51
SO - 0002677,02-04-2015,45,Wholesale,USD,AXW291,11,29,12,2572.80,30873.60,1878.14
SO - 0002678,02-04-2015,72,Export,USD,GUT930,33,30,8,830.80,6646.40,581.56
SO - 0002679,02-04-2015,80,Distributor,USD,NXH382,54,15,8,924.60,7396.80,711.94
SO - 0002680,02-04-2015,2,Distributor,USD,AXW291,21,13,5,5266.20,26331.00,2369.79
SO - 0002681,02-04-2015,122,Distributor,USD,AXW291,5,26,10,3852.50,38525.00,3197.58
SO - 0002682,02-04-2015,43,Distributor,USD,FLR025,60,25,6,951.40,5708.40,513.76
SO - 0002683,02-04-2015,125,Export,USD,AXW291,20,14,12,2914.50,34974.00,1311.53
SO - 0002684,02-04-2015,31,Wholesale,USD,FLR025,61,15,5,2418.70,12093.50,1620.53
SO - 0002685,03-04-2015,110,Distributor,USD,AXW291,28,3,9,2539.30,22853.70,1523.58
SO - 0002686,03-04-2015,80,Distributor,USD,NXH382,50,16,11,2251.20,24763.20,1148.11
SO - 0002687,03-04-2015,62,Export,USD,AXW291,29,5,6,5246.10,31476.60,2780.43
SO - 0002688,03-04-2015,121,Distributor,USD,NXH382,50,15,12,924.60,11095.20,591.74
SO - 0002689,03-04-2015,5,Distributor,USD,AXW291,24,4,9,1031.80,9286.20,650.03
SO - 0002690,03-04-2015,111,Wholesale,USD,NXH382,51,10,10,1855.90,18559.00,1317.69
SO - 0002691,03-04-2015,158,Distributor,USD,AXW291,3,24,7,1031.80,7222.60,588.13
SO - 0002692,03-04-2015,5,Wholesale,USD,AXW291,17,26,10,1293.10,12931.00,724.14
SO - 0002693,04-04-2015,58,Wholesale,USD,AXW291,15,18,8,1038.50,8308.00,508.87
SO - 0002694,04-04-2015,13,Wholesale,USD,AXW291,24,20,11,1728.60,19014.60,1037.16
SO - 0002695,04-04-2015,141,Wholesale,USD,FLR025,63,17,5,234.50,1172.50,173.53
SO - 0002696,04-04-2015,158,Export,USD,GUT930,42,26,8,3953.00,31624.00,2253.21
SO - 0002697,04-04-2015,28,Wholesale,USD,NXH382,58,4,10,710.20,7102.00,553.96
SO - 0002698,05-04-2015,80,Distributor,USD,AXW291,15,13,10,1762.10,17621.00,1286.33
SO - 0002699,05-04-2015,55,Distributor,USD,AXW291,13,25,9,1829.10,16461.90,1335.24
SO - 0002700,05-04-2015,114,Export,USD,NXH382,48,13,12,2345.00,28140.00,1289.75
SO - 0002701,05-04-2015,61,Export,USD,AXW291,31,10,7,5755.30,40287.10,3683.39
SO - 0002702,05-04-2015,145,Wholesale,USD,AXW291,14,6,10,1092.10,10921.00,491.45
SO - 0002703,05-04-2015,108,Wholesale,USD,AXW291,16,7,8,2854.20,22833.60,1427.10
SO - 0002704,05-04-2015,134,Wholesale,USD,NXH382,59,30,8,1031.80,8254.40,423.04
SO - 0002705,05-04-2015,40,Wholesale,USD,AXW291,25,26,7,1112.20,7785.40,544.98
SO - 0002706,05-04-2015,138,Wholesale,USD,GUT930,33,14,7,3731.90,26123.30,1604.72
SO - 0002707,05-04-2015,40,Wholesale,USD,GUT930,39,25,9,2572.80,23155.20,1955.33
SO - 0002708,05-04-2015,130,Export,USD,AXW291,27,3,8,261.30,2090.40,143.72
SO - 0002709,05-04-2015,19,Distributor,USD,AXW291,27,15,10,227.80,2278.00,152.63
SO - 0002710,05-04-2015,163,Wholesale,USD,FLR025,65,26,7,1983.20,13882.40,1110.59
SO - 0002711,05-04-2015,113,Export,USD,GUT930,43,1,9,268.00,2412.00,219.76
SO - 0002712,05-04-2015,29,Export,USD,NXH382,58,2,10,3932.90,39329.00,2123.77
SO - 0002713,05-04-2015,14,Wholesale,USD,AXW291,17,5,11,2291.40,25205.40,1672.72
SO - 0002714,05-04-2015,103,Export,USD,FLR025,60,26,7,6197.50,43382.50,5019.98
SO - 0002715,05-04-2015,40,Wholesale,USD,NXH382,51,4,6,3839.10,23034.60,2495.42
SO - 0002716,06-04-2015,1,Distributor,USD,AXW291,5,4,5,1058.60,5293.00,793.95
SO - 0002717,06-04-2015,175,Distributor,USD,AXW291,12,15,9,877.70,7899.30,579.28
SO - 0002718,06-04-2015,128,Wholesale,USD,NXH382,49,11,6,6083.60,36501.60,5171.06
SO - 0002719,06-04-2015,61,Distributor,USD,GUT930,39,5,9,3979.80,35818.20,3024.65
SO - 0002720,06-04-2015,43,Distributor,USD,FLR025,61,18,6,3906.10,23436.60,3163.94
SO - 0002721,06-04-2015,134,Wholesale,USD,AXW291,2,26,10,6311.40,63114.00,4986.01
SO - 0002722,06-04-2015,39,Export,USD,AXW291,23,15,9,2619.70,23577.30,1493.23
SO - 0002723,06-04-2015,132,Distributor,USD,GUT930,40,6,11,3490.70,38397.70,1396.28
SO - 0002724,07-04-2015,116,Wholesale,USD,NXH382,48,2,5,234.50,1172.50,117.25
SO - 0002725,07-04-2015,149,Wholesale,USD,AXW291,24,27,6,1125.60,6753.60,585.31
SO - 0002726,07-04-2015,39,Wholesale,USD,AXW291,22,26,12,2633.10,31597.20,1211.23
SO - 0002727,07-04-2015,43,Export,USD,FLR025,64,4,9,1005.00,9045.00,854.25
SO - 0002728,07-04-2015,163,Distributor,USD,NXH382,52,26,11,1112.20,12234.20,878.64
SO - 0002729,07-04-2015,6,Distributor,USD,FLR025,60,16,8,2525.90,20207.20,1995.46
SO - 0002730,07-04-2015,164,Wholesale,USD,NXH382,51,25,8,187.60,1500.80,91.92
SO - 0002731,07-04-2015,97,Distributor,USD,GUT930,44,18,12,1996.60,23959.20,1317.76
SO - 0002732,07-04-2015,166,Distributor,USD,AXW291,3,15,8,2546.00,20368.00,2062.26
SO - 0002733,07-04-2015,80,Wholesale,USD,AXW291,24,15,7,1125.60,7879.20,754.15
SO - 0002734,07-04-2015,93,Wholesale,USD,FLR025,64,4,5,2539.30,12696.50,1828.30
SO - 0002735,08-04-2015,80,Export,USD,NXH382,47,27,9,2318.20,20863.80,1275.01
SO - 0002736,08-04-2015,71,Wholesale,USD,AXW291,14,18,5,3999.90,19999.50,1919.95
SO - 0002737,08-04-2015,147,Wholesale,USD,AXW291,14,3,10,1232.80,12328.00,678.04
SO - 0002738,08-04-2015,65,Distributor,USD,NXH382,47,26,6,864.30,5185.80,371.65
SO - 0002739,08-04-2015,36,Distributor,USD,NXH382,55,25,12,3356.70,40280.40,2316.12
SO - 0002740,08-04-2015,108,Distributor,USD,FLR025,61,16,11,3999.90,43998.90,1879.95
SO - 0002741,08-04-2015,9,Wholesale,USD,AXW291,1,13,9,1775.50,15979.50,1473.67
SO - 0002742,08-04-2015,76,Wholesale,USD,GUT930,42,6,9,1018.40,9165.60,784.17
SO - 0002743,08-04-2015,27,Wholesale,USD,AXW291,17,16,12,3879.30,46551.60,3142.23
SO - 0002744,09-04-2015,106,Wholesale,USD,AXW291,24,28,12,2753.70,33044.40,1349.31
SO - 0002745,09-04-2015,147,Distributor,USD,NXH382,57,1,12,1098.80,13185.60,780.15
SO - 0002746,09-04-2015,9,Distributor,USD,NXH382,54,17,10,167.50,1675.00,82.08
SO - 0002747,09-04-2015,110,Export,USD,NXH382,50,15,12,1045.20,12542.40,438.98
SO - 0002748,09-04-2015,76,Wholesale,USD,FLR025,63,13,6,174.20,1045.20,146.33
SO - 0002749,09-04-2015,148,Distributor,USD,AXW291,3,15,10,1098.80,10988.00,879.04
SO - 0002750,09-04-2015,147,Wholesale,USD,NXH382,47,13,10,2231.10,22311.00,1316.35
SO - 0002751,09-04-2015,18,Wholesale,USD,AXW291,4,19,7,944.70,6612.90,547.93
SO - 0002752,09-04-2015,132,Wholesale,USD,AXW291,26,16,8,1025.10,8200.80,481.80
SO - 0002753,10-04-2015,156,Wholesale,USD,FLR025,66,3,6,3939.60,23637.60,2836.51
SO - 0002754,10-04-2015,158,Wholesale,USD,AXW291,18,6,11,6371.70,70088.70,5033.64
SO - 0002755,10-04-2015,98,Distributor,USD,AXW291,22,13,10,904.50,9045.00,606.02
SO - 0002756,10-04-2015,119,Wholesale,USD,FLR025,61,18,5,6358.30,31791.50,3942.15
SO - 0002757,10-04-2015,83,Wholesale,USD,GUT930,36,16,11,167.50,1842.50,103.85
SO - 0002758,10-04-2015,53,Wholesale,USD,AXW291,24,16,8,904.50,7236.00,642.20
SO - 0002759,10-04-2015,26,Export,USD,AXW291,6,26,12,3939.60,47275.20,3072.89
SO - 0002760,10-04-2015,145,Wholesale,USD,NXH382,58,25,10,3738.60,37386.00,2766.56
SO - 0002761,11-04-2015,97,Export,USD,AXW291,23,25,5,971.50,4857.50,806.35
SO - 0002762,11-04-2015,129,Wholesale,USD,AXW291,24,1,12,1098.80,13185.60,813.11
SO - 0002763,11-04-2015,11,Distributor,USD,AXW291,14,13,10,247.90,2479.00,156.18
SO - 0002764,11-04-2015,116,Distributor,USD,AXW291,24,27,11,2418.70,26605.70,1451.22
SO - 0002765,11-04-2015,96,Distributor,USD,GUT930,36,26,7,167.50,1172.50,139.03
SO - 0002766,11-04-2015,90,Export,USD,AXW291,6,25,7,2284.70,15992.90,1485.06
SO - 0002767,11-04-2015,123,Export,USD,AXW291,22,22,8,1909.50,15276.00,1489.41
SO - 0002768,11-04-2015,13,Wholesale,USD,AXW291,23,5,11,5494.00,60434.00,3296.40
SO - 0002769,11-04-2015,106,Distributor,USD,NXH382,52,18,10,3886.00,38860.00,2137.30
SO - 0002770,11-04-2015,132,Wholesale,USD,FLR025,62,16,7,234.50,1641.50,166.50
SO - 0002771,12-04-2015,6,Wholesale,USD,AXW291,23,8,7,5205.90,36441.30,4372.96
SO - 0002772,12-04-2015,34,Wholesale,USD,FLR025,62,17,6,1735.30,10411.80,1336.18
SO - 0002773,12-04-2015,21,Wholesale,USD,AXW291,26,15,5,1025.10,5125.50,430.54
SO - 0002774,12-04-2015,143,Wholesale,USD,AXW291,16,26,6,3886.00,23316.00,1981.86
SO - 0002775,12-04-2015,46,Wholesale,USD,AXW291,19,13,12,984.90,11818.80,502.30
SO - 0002776,13-04-2015,87,Wholesale,USD,NXH382,54,6,8,1065.30,8522.40,511.34
SO - 0002777,13-04-2015,88,Distributor,USD,NXH382,55,30,11,5078.60,55864.60,3402.66
SO - 0002778,13-04-2015,7,Distributor,USD,FLR025,61,5,5,207.70,1038.50,168.24
SO - 0002779,13-04-2015,122,Wholesale,USD,AXW291,27,4,5,2264.60,11323.00,1585.22
SO - 0002780,13-04-2015,18,Distributor,USD,AXW291,5,23,7,1909.50,13366.50,840.18
SO - 0002781,13-04-2015,34,Distributor,USD,AXW291,26,6,5,1125.60,5628.00,765.41
SO - 0002782,13-04-2015,119,Wholesale,USD,AXW291,30,17,10,5688.30,56883.00,4209.34
SO - 0002783,14-04-2015,159,Distributor,USD,GUT930,32,25,5,167.50,837.50,117.25
SO - 0002784,14-04-2015,66,Distributor,USD,AXW291,14,17,5,2224.40,11122.00,1668.30
SO - 0002785,14-04-2015,162,Distributor,USD,AXW291,11,15,10,891.10,8911.00,686.15
SO - 0002786,14-04-2015,16,Distributor,USD,NXH382,56,26,5,3685.00,18425.00,2726.90
SO - 0002787,14-04-2015,18,Distributor,USD,AXW291,26,27,12,1005.00,12060.00,472.35
SO - 0002788,14-04-2015,129,Distributor,USD,AXW291,26,3,7,1956.40,13694.80,782.56
SO - 0002789,14-04-2015,42,Wholesale,USD,AXW291,14,15,11,3839.10,42230.10,1650.81
SO - 0002790,14-04-2015,38,Distributor,USD,AXW291,15,14,9,1788.90,16100.10,948.12
SO - 0002791,14-04-2015,138,Distributor,USD,FLR025,63,3,10,1092.10,10921.00,851.84
SO - 0002792,15-04-2015,132,Distributor,USD,FLR025,63,16,8,1681.70,13453.60,992.20
SO - 0002793,15-04-2015,44,Wholesale,USD,AXW291,5,11,7,1051.90,7363.30,841.52
SO - 0002794,15-04-2015,47,Distributor,USD,AXW291,20,14,9,247.90,2231.10,99.16
SO - 0002795,15-04-2015,111,Wholesale,USD,AXW291,1,26,12,3872.60,46471.20,2517.19
SO - 0002796,15-04-2015,80,Wholesale,USD,AXW291,12,14,7,2559.40,17915.80,2047.52
SO - 0002797,15-04-2015,116,Distributor,USD,AXW291,28,15,11,1782.20,19604.20,1461.40
SO - 0002798,15-04-2015,120,Export,USD,AXW291,25,2,9,5440.40,48963.60,4352.32
SO - 0002799,15-04-2015,111,Export,USD,NXH382,49,26,8,1286.40,10291.20,643.20
SO - 0002800,15-04-2015,164,Wholesale,USD,AXW291,24,26,6,1098.80,6592.80,549.40
SO - 0002801,16-04-2015,9,Distributor,USD,AXW291,1,29,6,1031.80,6190.80,412.72
SO - 0002802,16-04-2015,60,Distributor,USD,AXW291,29,25,7,2559.40,17915.80,1612.42
SO - 0002803,16-04-2015,86,Wholesale,USD,AXW291,17,3,7,1862.60,13038.20,1434.20
SO - 0002804,16-04-2015,25,Wholesale,USD,FLR025,65,27,7,1085.40,7597.80,520.99
SO - 0002805,16-04-2015,59,Wholesale,USD,FLR025,63,30,9,1802.30,16220.70,901.15
SO - 0002806,16-04-2015,173,Distributor,USD,GUT930,36,25,9,1882.70,16944.30,1430.85
SO - 0002807,16-04-2015,45,Wholesale,USD,AXW291,27,24,6,1916.20,11497.20,1226.37
SO - 0002808,16-04-2015,174,Wholesale,USD,AXW291,18,2,9,991.60,8924.40,694.12
SO - 0002809,16-04-2015,106,Wholesale,USD,AXW291,4,17,6,1809.00,10854.00,922.59
SO - 0002810,17-04-2015,169,Export,USD,GUT930,34,5,5,891.10,4455.50,614.86
SO - 0002811,17-04-2015,38,Distributor,USD,NXH382,59,28,10,254.60,2546.00,150.21
SO - 0002812,17-04-2015,119,Wholesale,USD,FLR025,65,28,6,3149.00,18894.00,1322.58
SO - 0002813,17-04-2015,15,Wholesale,USD,GUT930,43,21,12,3946.30,47355.60,1775.84
SO - 0002814,17-04-2015,28,Wholesale,USD,NXH382,48,26,7,1701.80,11912.60,748.79
SO - 0002815,17-04-2015,7,Wholesale,USD,GUT930,36,1,7,1011.70,7081.90,445.15
SO - 0002816,17-04-2015,47,Distributor,USD,AXW291,28,25,8,871.00,6968.00,383.24
SO - 0002817,18-04-2015,72,Export,USD,AXW291,29,15,5,1105.50,5527.50,442.20
SO - 0002818,18-04-2015,33,Wholesale,USD,AXW291,23,28,11,6405.20,70457.20,4611.74
SO - 0002819,18-04-2015,29,Wholesale,USD,FLR025,62,22,8,2398.60,19188.80,1798.95
SO - 0002820,18-04-2015,85,Export,USD,GUT930,43,5,11,1112.20,12234.20,811.91
SO - 0002821,18-04-2015,30,Wholesale,USD,NXH382,50,25,6,1936.30,11617.80,1103.69
SO - 0002822,18-04-2015,153,Wholesale,USD,GUT930,46,15,9,1051.90,9467.10,452.32
SO - 0002823,18-04-2015,79,Wholesale,USD,AXW291,16,1,9,1051.90,9467.10,662.70
SO - 0002824,18-04-2015,150,Wholesale,USD,AXW291,2,15,8,1092.10,8736.80,589.73
SO - 0002825,18-04-2015,113,Wholesale,USD,AXW291,1,25,5,3175.80,15879.00,1905.48
SO - 0002826,19-04-2015,164,Wholesale,USD,NXH382,56,13,6,2659.90,15959.40,1808.73
SO - 0002827,19-04-2015,7,Distributor,USD,AXW291,14,26,10,1038.50,10385.00,768.49
SO - 0002828,19-04-2015,172,Wholesale,USD,AXW291,4,16,9,1956.40,17607.60,860.82
SO - 0002829,19-04-2015,146,Distributor,USD,AXW291,27,9,5,1125.60,5628.00,844.20
SO - 0002830,19-04-2015,167,Distributor,USD,GUT930,39,26,5,1762.10,8810.50,1339.20
SO - 0002831,19-04-2015,94,Wholesale,USD,GUT930,40,20,7,777.20,5440.40,334.20
SO - 0002832,19-04-2015,25,Distributor,USD,AXW291,18,26,9,1762.10,15858.90,1462.54
SO - 0002833,19-04-2015,123,Export,USD,NXH382,53,24,11,1112.20,12234.20,511.61
SO - 0002834,20-04-2015,96,Distributor,USD,GUT930,33,5,10,2512.50,25125.00,1306.50
SO - 0002835,20-04-2015,62,Distributor,USD,NXH382,48,1,7,897.80,6284.60,430.94
SO - 0002836,20-04-2015,19,Distributor,USD,GUT930,38,7,6,6472.20,38833.20,3236.10
SO - 0002837,20-04-2015,130,Wholesale,USD,AXW291,6,25,5,1038.50,5192.50,747.72
SO - 0002838,20-04-2015,150,Distributor,USD,AXW291,24,25,11,5949.60,65445.60,4045.73
SO - 0002839,20-04-2015,72,Wholesale,USD,AXW291,18,29,6,931.30,5587.80,474.96
SO - 0002840,20-04-2015,43,Wholesale,USD,NXH382,50,18,9,2438.80,21949.20,1024.30
SO - 0002841,20-04-2015,119,Export,USD,AXW291,30,10,12,710.20,8522.40,419.02
SO - 0002842,21-04-2015,41,Export,USD,NXH382,56,30,6,1018.40,6110.40,427.73
SO - 0002843,21-04-2015,168,Export,USD,AXW291,23,20,10,3839.10,38391.00,2111.51
SO - 0002844,21-04-2015,144,Distributor,USD,AXW291,14,20,5,1098.80,5494.00,824.10
SO - 0002845,21-04-2015,94,Wholesale,USD,AXW291,14,26,11,1051.90,11570.90,725.81
SO - 0002846,21-04-2015,32,Wholesale,USD,AXW291,21,4,9,3865.90,34793.10,2628.81
SO - 0002847,21-04-2015,136,Distributor,USD,NXH382,58,15,9,1118.90,10070.10,559.45
SO - 0002848,21-04-2015,101,Wholesale,USD,AXW291,3,13,5,5078.60,25393.00,3351.88
SO - 0002849,21-04-2015,153,Wholesale,USD,NXH382,48,20,5,2646.50,13232.50,1085.07
SO - 0002850,21-04-2015,105,Wholesale,USD,AXW291,3,24,12,3899.40,46792.80,2261.65
SO - 0002851,21-04-2015,93,Export,USD,AXW291,9,14,7,2485.70,17399.90,1466.56
SO - 0002852,21-04-2015,103,Distributor,USD,AXW291,14,19,8,2398.60,19188.80,1535.10
SO - 0002853,22-04-2015,53,Wholesale,USD,GUT930,39,14,8,2653.20,21225.60,1830.71
SO - 0002854,22-04-2015,31,Wholesale,USD,GUT930,37,21,7,2264.60,15852.20,1109.65
SO - 0002855,22-04-2015,73,Export,USD,GUT930,39,26,11,5165.70,56822.70,2996.11
SO - 0002856,22-04-2015,53,Wholesale,USD,AXW291,11,20,5,1145.70,5728.50,882.19
SO - 0002857,22-04-2015,49,Wholesale,USD,AXW291,6,20,5,5433.70,27168.50,3205.88
SO - 0002858,23-04-2015,26,Wholesale,USD,AXW291,20,11,8,201.00,1608.00,104.52
SO - 0002859,23-04-2015,12,Distributor,USD,FLR025,63,8,11,1688.40,18572.40,776.66
SO - 0002860,23-04-2015,157,Wholesale,USD,GUT930,34,1,9,1005.00,9045.00,402.00
SO - 0002861,23-04-2015,14,Wholesale,USD,NXH382,59,13,6,1695.10,10170.60,1288.28
SO - 0002862,23-04-2015,38,Distributor,USD,GUT930,34,3,11,1058.60,11644.60,645.75
SO - 0002863,23-04-2015,120,Distributor,USD,GUT930,38,13,7,6097.00,42679.00,4877.60
SO - 0002864,23-04-2015,149,Wholesale,USD,AXW291,7,13,7,1782.20,12475.40,712.88
SO - 0002865,23-04-2015,18,Export,USD,AXW291,5,14,10,2324.90,23249.00,1441.44
SO - 0002866,24-04-2015,135,Wholesale,USD,AXW291,26,1,6,3939.60,23637.60,2600.14
SO - 0002867,24-04-2015,72,Wholesale,USD,FLR025,61,25,5,187.60,938.00,84.42
SO - 0002868,24-04-2015,132,Wholesale,USD,AXW291,17,5,10,2351.70,23517.00,1787.29
SO - 0002869,24-04-2015,63,Export,USD,AXW291,14,3,12,268.00,3216.00,206.36
SO - 0002870,24-04-2015,57,Wholesale,USD,AXW291,31,25,5,3242.80,16214.00,2529.38
SO - 0002871,24-04-2015,2,Wholesale,USD,GUT930,35,11,8,971.50,7772.00,806.35
SO - 0002872,25-04-2015,73,Export,USD,AXW291,19,1,12,3691.70,44300.40,2768.78
SO - 0002873,25-04-2015,45,Wholesale,USD,FLR025,60,24,11,194.30,2137.30,157.38
SO - 0002874,25-04-2015,43,Export,USD,AXW291,15,27,7,1179.20,8254.40,919.78
SO - 0002875,25-04-2015,126,Distributor,USD,FLR025,62,2,7,174.20,1219.40,104.52
SO - 0002876,25-04-2015,31,Export,USD,AXW291,19,16,9,1092.10,9828.90,491.45
SO - 0002877,25-04-2015,104,Wholesale,USD,GUT930,33,26,10,5406.90,54069.00,3352.28
SO - 0002878,25-04-2015,117,Distributor,USD,AXW291,2,12,11,1025.10,11276.10,635.56
SO - 0002879,25-04-2015,72,Export,USD,AXW291,10,16,7,3102.10,21714.70,2078.41
SO - 0002880,25-04-2015,83,Wholesale,USD,AXW291,7,14,7,2231.10,15617.70,1472.53
SO - 0002881,25-04-2015,148,Distributor,USD,FLR025,62,16,9,1159.10,10431.90,811.37
SO - 0002882,25-04-2015,129,Distributor,USD,AXW291,15,20,5,1876.00,9380.00,1163.12
SO - 0002883,25-04-2015,171,Wholesale,USD,AXW291,8,30,9,2599.60,23396.40,1221.81
SO - 0002884,25-04-2015,121,Distributor,USD,GUT930,42,1,6,1092.10,6552.60,611.58
SO - 0002885,25-04-2015,117,Distributor,USD,AXW291,8,16,10,2492.40,24924.00,1146.50
SO - 0002886,26-04-2015,7,Export,USD,GUT930,39,26,6,2760.40,16562.40,2153.11
SO - 0002887,26-04-2015,170,Distributor,USD,GUT930,44,2,6,167.50,1005.00,68.68
SO - 0002888,26-04-2015,42,Wholesale,USD,AXW291,25,9,11,3832.40,42156.40,2107.82
SO - 0002889,26-04-2015,119,Distributor,USD,AXW291,11,15,12,1742.00,20904.00,1167.14
SO - 0002890,26-04-2015,55,Distributor,USD,FLR025,61,19,11,1031.80,11349.80,680.99
SO - 0002891,26-04-2015,88,Wholesale,USD,AXW291,28,22,9,6385.10,57465.90,4724.97
SO - 0002892,26-04-2015,150,Export,USD,AXW291,5,15,7,1072.00,7504.00,686.08
SO - 0002893,26-04-2015,78,Wholesale,USD,AXW291,21,25,9,1688.40,15195.60,861.08
SO - 0002894,26-04-2015,68,Distributor,USD,FLR025,62,21,5,1306.50,6532.50,548.73
SO - 0002895,26-04-2015,64,Wholesale,USD,AXW291,20,13,6,241.20,1447.20,115.78
SO - 0002896,26-04-2015,38,Wholesale,USD,NXH382,59,13,11,2264.60,24910.60,1743.74
SO - 0002897,26-04-2015,136,Distributor,USD,NXH382,47,18,7,180.90,1266.30,142.91
SO - 0002898,26-04-2015,74,Wholesale,USD,AXW291,28,20,8,3765.40,30123.20,1656.78
SO - 0002899,27-04-2015,77,Wholesale,USD,FLR025,66,6,11,4020.00,44220.00,2814.00
SO - 0002900,27-04-2015,129,Distributor,USD,GUT930,37,13,10,904.50,9045.00,696.47
SO - 0002901,27-04-2015,40,Wholesale,USD,NXH382,48,25,9,261.30,2351.70,198.59
SO - 0002902,27-04-2015,53,Wholesale,USD,GUT930,42,25,7,1902.80,13319.60,1331.96
SO - 0002903,27-04-2015,59,Wholesale,USD,NXH382,55,3,9,2425.40,21828.60,1115.68
SO - 0002904,27-04-2015,116,Wholesale,USD,FLR025,61,13,6,1105.50,6633.00,541.70
SO - 0002905,27-04-2015,151,Wholesale,USD,AXW291,23,13,9,2753.70,24783.30,1679.76
SO - 0002906,27-04-2015,71,Wholesale,USD,FLR025,61,15,5,174.20,871.00,116.71
